"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3093386,"December 12, 2024",Florida,"Deerfield Beach","NW 2nd Way and NW 7th Ct",0,1,0,0,0,N/A
3093977,"December 12, 2024","South Carolina",Georgetown,N/A,0,1,0,0,0,N/A
3092576,"December 11, 2024",Florida,"Saint Petersburg","9th Ave N",0,1,0,0,0,N/A
3093034,"December 11, 2024",Ohio,Toledo,"300 block of Central Ave",0,1,0,0,0,N/A
3092344,"December 11, 2024",Hawaii,Honolulu,"1564 N King St",0,1,0,0,0,N/A
3100760,"December 10, 2024",Washington,George,"100 block of Parkhill Rd SW",0,1,0,0,0,N/A
3094566,"December 9, 2024",Missouri,"Saint Louis","7300 block of Burrwood Dr",0,1,0,0,0,N/A
3094328,"December 9, 2024",Florida,Ocala,"2901 SW 42nd St",0,1,0,0,1,N/A
3090488,"December 8, 2024",Kansas,Wichita,"2400 block of N Lorraine Ave",0,1,0,0,0,N/A
3089841,"December 8, 2024",Arkansas,"Little Rock","N Mill St",0,1,0,0,0,N/A
3089780,"December 8, 2024",Indiana,Ladoga,"10000 block of S 375 E",0,1,0,0,0,N/A
3092612,"December 8, 2024",Arizona,Safford,N/A,0,1,0,0,0,N/A
3090272,"December 8, 2024","North Carolina",Shallotte,"4764 Main St",0,1,0,0,1,N/A
3092554,"December 8, 2024","South Carolina",Orangeburg,"New Wilkinson Ave",0,1,0,0,0,N/A
3090470,"December 7, 2024",Virginia,Blackstone,"Wilson Rd",0,1,0,0,0,N/A
3090414,"December 7, 2024",Ohio,Dayton,"100 block of N Wright Ave",0,1,0,0,1,N/A
3089304,"December 7, 2024",Florida,Deltona,"101 Howland Blvd",0,1,0,0,0,N/A
3109817,"December 7, 2024","New York",Irving,"Buffalo Rd",0,1,0,0,0,N/A
3089673,"December 6, 2024",Maryland,"Upper Marlboro","9801 Fallard Ct",0,1,0,0,0,N/A
3089622,"December 6, 2024","South Carolina",Eutawville,N/A,0,1,0,0,0,N/A
3088698,"December 6, 2024",Pennsylvania,Philadelphia,"2200 Hobson St",0,1,0,0,0,N/A
3087946,"December 5, 2024","North Carolina",Huntersville,"12810 Old Statesville Rd",0,1,0,0,0,N/A
3095217,"December 5, 2024",Illinois,Mchenry,"3705 West Elm St",0,1,0,0,0,N/A
3087243,"December 4, 2024",Pennsylvania,Colmar,"119 Bethlehem Pike",0,1,0,0,0,N/A
3087871,"December 4, 2024","North Carolina",Whiteville,"4564 Chadbourn Hwy",0,1,0,0,0,N/A
3087548,"December 4, 2024",Nebraska,Lincoln,"5550 Pioneers Blvd",0,1,0,0,0,N/A
3087235,"December 3, 2024","North Carolina",Greensboro,"3601 W Gate City Blvd",0,0,0,1,0,N/A
3087276,"December 3, 2024","New Jersey",Elizabeth,"700 block of Seaport Dr",0,1,0,0,0,N/A
3086457,"December 3, 2024",Maryland,Olney,"18101 Town Center Dr",0,1,0,0,0,N/A
3087223,"December 3, 2024","North Carolina",Lawndale,"Buck Horn Ln and Nolan Rd",0,1,0,0,0,N/A
3087020,"December 3, 2024",Florida,"West Palm Beach","601-7 Sansburys Way",0,1,0,0,0,N/A
3088211,"December 3, 2024",Louisiana,"Baton Rouge","300 block of S 17th St",0,1,0,0,1,N/A
3086888,"December 3, 2024",Kansas,Manhattan,"2500 block of Farm Bureau Rd",0,1,0,0,0,N/A
3087042,"December 3, 2024",Missouri,Springfield,"1000 block of S Kansas Ave",0,1,0,0,1,N/A
3086339,"December 2, 2024",Florida,"Fort Lauderdale","100 Terminal Dr",0,1,0,0,0,N/A
3085678,"December 1, 2024",Tennessee,Memphis,"4000 block of Crossover Ln",0,0,0,1,0,N/A
3085127,"December 1, 2024",Alabama,Birmingham,"2615 Tempest Dr SW",0,1,0,0,0,N/A
3087069,"December 1, 2024",Missouri,Chillicothe,"2700 block of Washington St",0,1,0,0,0,N/A
3085985,"December 1, 2024",Louisiana,"Lake Charles","Tom Hebert Rd",1,0,0,1,0,N/A
3085167,"December 1, 2024",Illinois,Chicago,"50 block of W 35th St",0,1,0,0,0,N/A
3107713,"November 30, 2024","New York",Salem,N/A,0,0,0,1,1,N/A
3087908,"November 30, 2024","New York",Kingston,"Woods Rd",0,1,0,0,0,N/A
3085593,"November 30, 2024","New York",Camden,"Meagher Wells Rd",0,1,0,0,0,N/A
3084422,"November 30, 2024",Tennessee,Memphis,"Marble Ave and Morehead St",0,1,0,0,0,N/A
3084615,"November 29, 2024","North Dakota",Horace,N/A,0,1,0,0,0,N/A
3084051,"November 29, 2024",Mississippi,Meridian,N/A,0,2,0,0,0,N/A
3084507,"November 29, 2024",Utah,"Salt Lake City","Indiana Ave and Emery St W",0,1,0,0,1,N/A
3085476,"November 29, 2024",Michigan,Saginaw,"5000 block of Cabot St",0,1,0,0,1,N/A
3083988,"November 29, 2024",Arkansas,Beebe,"21 US-64 W",0,1,0,0,1,N/A
3085704,"November 28, 2024",Ohio,Cleveland,"16100 block of Lakeshore Blvd",0,1,0,0,0,N/A
3083833,"November 28, 2024",Ohio,Chillicothe,"E Water St",0,1,0,0,0,N/A
3085284,"November 28, 2024","North Carolina","Four Oaks","Parkertown Rd and Parker Rd",0,1,0,0,1,N/A
3083419,"November 28, 2024",Pennsylvania,"Mckeesport (Port Vue)","Romine Ave",0,1,0,0,1,N/A
3082433,"November 27, 2024",Illinois,Chicago,"2900 block of N Pine Grove Ave",1,0,0,0,0,N/A
3081646,"November 25, 2024","South Carolina","Anderson (county)",N/A,0,1,0,0,0,N/A
3080802,"November 25, 2024",Michigan,Detroit,"18800 block of Saint Aubin St",0,1,0,0,1,N/A
3083316,"November 25, 2024",Florida,"Fort Lauderdale","1200 block of SW 28th Rd",0,1,0,0,1,N/A
3080988,"November 25, 2024",Pennsylvania,Paxinos,"950 Shamrock Rd",0,1,0,0,0,N/A
3080505,"November 24, 2024","West Virginia",Bluefield,"Skating Rink Hollow Rd",0,1,0,0,0,N/A
3080430,"November 24, 2024",California,"Los Angeles (Westchester)","5500 Thornburn St",0,1,0,0,0,N/A
3080932,"November 24, 2024",Kentucky,Lexington,"209 Simpson Ave",0,1,0,0,0,N/A
3137126,"November 23, 2024",Pennsylvania,Oley,"1900 block of Memorial Hwy",0,1,0,0,1,N/A
3092486,"November 23, 2024",California,Bakersfield,"300 block of Roberts Ln",0,1,0,0,0,N/A
3091521,"November 23, 2024",Kentucky,"New Haven","3300 Stiles Rd",0,1,0,0,0,N/A
3078234,"November 22, 2024",Ohio,Akron,"700 block of Wren Walk",1,0,0,1,2,N/A
3092594,"November 22, 2024",California,Oakland,"8601 MacArthur Blvd",0,1,0,0,0,N/A
3079271,"November 22, 2024",Florida,Miami,"9250 NW 7th Ave",0,1,0,0,1,N/A
3078985,"November 22, 2024",Ohio,Cleveland,"6100 block of Ellen Ave",0,1,0,0,0,N/A
3078255,"November 21, 2024",Missouri,Ballwin,"469 Graywood Dr",0,1,0,0,0,N/A
3080367,"November 21, 2024",Oregon,Beaverton,N/A,0,1,0,0,0,N/A
3078346,"November 21, 2024",Colorado,Aurora,"3100 block of S Norfolk Ave",0,1,0,1,1,N/A
3078056,"November 21, 2024",Louisiana,Shreveport,"Market St and Texas St",0,1,0,0,0,N/A
3078741,"November 20, 2024",Indiana,"North Judson","Garfield Ave and N Garfield Ave",0,1,0,0,0,N/A
3076739,"November 20, 2024","New Hampshire",Epping,"233 Exeter Rd",0,1,0,0,0,N/A
3077657,"November 20, 2024",Illinois,Carbondale,"300-block of S Marion St",0,1,0,0,1,N/A
3078318,"November 20, 2024",California,"Redwood City","800 block of Woodside Rd",0,1,0,0,0,N/A
3076683,"November 20, 2024",Texas,Overton,"10900 block of County Rd 29",0,1,0,0,0,N/A
3088498,"November 19, 2024","New York",Plattsburgh,"Oak St",0,1,0,0,0,N/A
3074601,"November 18, 2024","South Carolina",Aiken,"100 block of Tab Dr",0,1,0,0,0,N/A
3076801,"November 18, 2024",Michigan,"Traverse City",N/A,0,1,0,0,0,N/A
3074987,"November 18, 2024",Indiana,Mishawaka,N/A,0,1,0,0,0,N/A
3076009,"November 18, 2024",Indiana,Logansport,N/A,0,1,0,0,0,N/A
3074211,"November 17, 2024",Wisconsin,Milwaukee,"6401 W Bradley Rd",0,1,0,0,0,N/A
3074984,"November 17, 2024",Idaho,Kellogg,"610 Bunker Ave",0,1,0,0,0,N/A
3075336,"November 17, 2024",Tennessee,Nashville,"1400 block of Rosa Parks Blvd",0,1,0,0,0,N/A
3073402,"November 15, 2024",California,Oakland,"1200 block of 86th Ave",1,0,0,0,1,N/A
3073939,"November 15, 2024","New Mexico",Clovis,"1000 block of W 10th St",0,1,0,0,0,N/A
3072929,"November 15, 2024",Texas,Maydelle,US-84,0,1,0,0,0,N/A
3072233,"November 14, 2024","North Carolina",Raleigh,"1200 block of Summerkings Ct",0,1,0,0,0,N/A
3071980,"November 14, 2024",Arizona,Phoenix,"7th Ave and W Baseline Rd",0,1,0,0,0,N/A
3072180,"November 14, 2024",Georgia,Atlanta,"532 Cleveland Avenue SW",0,1,0,0,0,N/A
3073225,"November 14, 2024",Arkansas,Marianna,"Olive St",0,1,0,0,0,N/A
3071613,"November 13, 2024",Ohio,"South Charleston","400 block of Sunset Ct",0,1,0,0,0,N/A
3070777,"November 12, 2024",Illinois,Chicago,"S Whipple St and W Jackson Blvd",0,0,0,1,0,N/A
3070752,"November 12, 2024",Mississippi,Meridian,"40th Ave",0,1,0,0,0,N/A
3070478,"November 12, 2024",Iowa,Waterloo,N/A,0,1,0,0,0,N/A
3070360,"November 12, 2024",Michigan,"Grand Rapids","Sherman St SE and Benjamin Ave SE",0,1,0,0,0,N/A
3071442,"November 12, 2024",Michigan,Detroit,"Freeland St and Fenkell Ave",0,1,0,0,0,N/A
3069494,"November 11, 2024","New York",Rochester,"100 block of Bartlett St",0,1,0,0,0,N/A
3072574,"November 11, 2024",Indiana,Schererville,"E Joliet St and S Cline Ave",0,1,0,0,0,N/A
3069645,"November 10, 2024",Montana,"Fergus County (county)",N/A,0,1,0,0,0,N/A
3070592,"November 10, 2024",Pennsylvania,"Kingston (Larksville)","2nd St",0,1,0,1,0,N/A
3074047,"November 10, 2024",California,Brentwood,"Solana Dr and Sunlight Dr",0,1,0,0,0,N/A
3068831,"November 9, 2024",Minnesota,Perley,N/A,0,1,0,0,0,N/A
3098880,"November 9, 2024",Texas,"La Grange (Winchester)",N/A,0,1,0,0,0,N/A
3068555,"November 9, 2024",Nevada,Sparks,"5600 block of El Paseo Dr",0,1,0,0,1,N/A
3154256,"November 9, 2024",Pennsylvania,"Barree Township","Snake Hill Rd",0,1,0,0,1,N/A
3068247,"November 9, 2024",Louisiana,Shreveport,"Colquitt Rd",0,1,0,0,0,N/A
3067759,"November 8, 2024",Wisconsin,Milwaukee,"9220 N 75th St",0,1,0,0,0,N/A
3066392,"November 7, 2024",Alabama,Huntsville,"200 block of Binford Dr",0,1,0,0,1,N/A
3065364,"November 6, 2024",Minnesota,Minneapolis,"N 33rd Ave and N Penn Ave",0,1,0,0,0,N/A
3066643,"November 6, 2024",Pennsylvania,Erie,"Reed St and E 22nd St",0,1,0,0,1,N/A
3065759,"November 5, 2024",Ohio,Dayton,"3500 block of Wayne Ave",0,1,0,0,1,N/A
3064722,"November 5, 2024",Florida,"Saint Petersburg","49th St and 18th Ave",0,1,0,0,0,N/A
3064542,"November 4, 2024","New Jersey","South Amboy","7089 NJ-35",0,1,0,0,0,N/A
3064697,"November 3, 2024",Michigan,Jackson,"4200 block of Lansing Ave",0,1,0,0,0,N/A
3063578,"November 3, 2024",Illinois,Carterville,"600 block of Grand Ave",0,1,0,1,0,N/A
3064540,"November 3, 2024",Washington,Kent,"25014 74th Ave S",0,1,0,0,0,N/A
3063127,"November 3, 2024",Maryland,Bowie,"600 block of Brookedge Ct",0,1,0,0,0,N/A
3064276,"November 3, 2024",Pennsylvania,"Upper Darby","700 block of Clinton Rd",0,1,0,0,0,N/A
3067475,"November 2, 2024",Virginia,Roanoke,"4300 block of Garst Mill Rd",0,1,0,1,0,N/A
3062476,"November 2, 2024",Tennessee,Springfield,"2600 Memorial Blvd",0,1,0,0,0,N/A
3063004,"November 2, 2024",Maryland,Baltimore,"4000 block of Pennington Ave",0,1,0,0,0,N/A
3064629,"November 2, 2024","South Carolina",Denmark,N/A,0,1,0,0,0,N/A
3063590,"November 2, 2024",Georgia,Loganville,"4714 Atlanta Hwy",0,1,0,0,1,N/A
3062104,"November 1, 2024","North Carolina",Smithfield,"Fieldale Dr",0,2,0,0,0,N/A
3061767,"October 31, 2024",Illinois,Waukegan,"1300 block of Walnut St",0,1,0,0,1,N/A
3065272,"October 31, 2024",Louisiana,"Edgard (Wallace)","100 block of Dufresne Dr",0,1,0,0,0,N/A
3062025,"October 31, 2024",Idaho,Payette,"409 N 7th St",0,1,0,0,0,N/A
3060439,"October 30, 2024",Michigan,Schoolcraft,"3rd St and W Y Ave",0,1,0,0,0,N/A
3061175,"October 30, 2024","New Jersey",Paramus,"Summit Dr",0,1,0,0,0,N/A
3060319,"October 30, 2024",Michigan,Detroit,"4000 block of W Grand St",0,1,0,0,0,N/A
3064632,"October 30, 2024",California,"Los Banos","400 block of W K St",0,1,0,0,0,N/A
3060959,"October 30, 2024",Maryland,"Capitol Heights","133 Central Ave",0,1,0,0,0,N/A
3061334,"October 30, 2024",Ohio,Pickerington,"7000 block of Optimara Dr",0,1,0,0,0,N/A
3060337,"October 30, 2024",Indiana,Mishawaka,"1000 block of Jackson St",0,1,0,0,0,N/A
3060207,"October 29, 2024","New Mexico",Clayton,"301 Magnolia St",0,1,0,0,1,N/A
3059932,"October 29, 2024","South Carolina",Summerville,"Sawmill Branch Trl",1,1,0,0,1,N/A
3059058,"October 29, 2024",Michigan,Detroit,"Greeley St and Grixdale E",0,1,0,0,0,N/A
3059640,"October 29, 2024",Texas,"Corpus Christi","2000 block of S Padre Island Dr",0,1,0,0,0,N/A
3059437,"October 28, 2024",Mississippi,Hattiesburg,"700 block of Mobile St",0,1,0,0,0,N/A
3059074,"October 28, 2024",California,"Long Beach","400 block of W 5th St",0,1,0,0,0,N/A
3058496,"October 28, 2024",Louisiana,"Baton Rouge","Scotland Ave",0,1,0,0,0,N/A
3057966,"October 28, 2024",Tennessee,Memphis,"I-240 and Lamar Ave",0,1,0,0,0,N/A
3059725,"October 28, 2024",Louisiana,"Baton Rouge","1900 block of Sparta Ave",0,1,0,0,0,N/A
3057793,"October 28, 2024",Nebraska,Omaha,"Northwest Dr and N 52nd St",0,1,0,0,0,N/A
3057773,"October 27, 2024",Oklahoma,"Oklahoma City","NW 34th St and N Pennsylvania Ave",0,1,0,0,0,N/A
3057521,"October 26, 2024",Michigan,"Grand Rapids","200 block of Prospect Ave NE",0,1,0,0,0,N/A
3057270,"October 26, 2024",Illinois,Centralia,"600 block of E Rasback St",0,1,0,0,1,N/A
3058636,"October 26, 2024",Kentucky,Owensboro,"2200 block of Fulkerson Dr",0,1,0,0,1,N/A
3056887,"October 25, 2024",Texas,"San Antonio","300 block of Dartmoor St",0,1,0,0,0,N/A
3059043,"October 25, 2024",California,Imperial,N/A,0,1,0,0,0,N/A
3056911,"October 25, 2024",California,Sacramento,"4587 Mack Rd",0,1,0,0,0,N/A
3055621,"October 24, 2024",Texas,Edinburg,"5501 S McColl Rd",0,1,0,0,0,N/A
3060781,"October 24, 2024",Missouri,Joplin,"3502 Newman Rd",0,1,0,0,0,N/A
3054653,"October 23, 2024",Ohio,Dayton,"300 block of Superior Ave",0,1,0,0,0,N/A
3053848,"October 22, 2024",Missouri,Holt,N/A,0,1,0,0,0,N/A
3054376,"October 22, 2024",Florida,Orlando,"9200 block of Northlake Pkwy",0,1,0,0,1,N/A
3052332,"October 21, 2024",Illinois,Chicago,"N Kimball Ave and W Bryn Mawr Ave",0,1,0,0,0,N/A
3051960,"October 20, 2024",Texas,Houston,"8400 block of Parasol Ln",0,1,0,0,0,N/A
3055408,"October 20, 2024",Oregon,Tiller,"32000 block of Tiller Trail Hwy",0,1,0,0,0,N/A
3052553,"October 20, 2024",Pennsylvania,Brookhaven,"600 block of Chester Creek Rd",0,1,0,0,0,N/A
3055242,"October 20, 2024",Georgia,Valdosta,"600 block of Pineview Dr",0,1,0,0,3,N/A
3053904,"October 20, 2024",Missouri,"Saint Louis (Normandy)","4600 block of Sandmark Walk",0,1,0,0,0,N/A
3051428,"October 19, 2024",Alabama,Huntsville,"200 block of Binford Dr",0,1,0,0,1,N/A
3056425,"October 19, 2024",Ohio,Columbus,"3700 Block of Edendale Rd",0,1,0,0,1,N/A
3051330,"October 19, 2024","North Carolina",Charlotte,"8000 block of Trousdale Dr",0,1,0,0,0,N/A
3051675,"October 19, 2024",Arizona,Phoenix,"S 7th Ave and W Southern Ave",0,1,0,0,1,N/A
3050730,"October 18, 2024",Alabama,Meridianville,"100 block of Bermuda Lakes Dr",0,1,0,0,0,N/A
3050488,"October 18, 2024",Georgia,Savannah,"2800 Capital St",0,1,0,0,0,N/A
3050757,"October 17, 2024",Alabama,Lanett,"300 block of S 10th Ave",0,1,0,0,0,N/A
3049957,"October 17, 2024",Louisiana,Lafayette,"Marie Antoinette St and Stuart St",0,1,0,0,0,N/A
3051492,"October 17, 2024",Michigan,Flint,"3426 Flushing Rd",0,1,0,0,0,N/A
3050102,"October 17, 2024",Kentucky,Louisville,"3000 Dundee Rd",0,1,0,0,0,N/A
3049972,"October 16, 2024",Tennessee,Crossville,"Tresa St",0,1,0,0,0,N/A
3062422,"October 16, 2024","New York",Dryden,"Lake Country Ave",0,1,0,0,0,N/A
3048880,"October 16, 2024",Pennsylvania,Allentown,"2919 Lehigh St",0,1,0,0,0,N/A
3049554,"October 16, 2024",Virginia,Norfolk,"5300 block of Bellefield Rd",0,1,0,0,0,N/A
3048191,"October 15, 2024",Oklahoma,Tulsa,"2731 S 117th E Ave",0,2,0,0,1,N/A
3049598,"October 15, 2024",Nebraska,Omaha,"N 30th St and Sorensen Pkwy",0,2,0,0,0,N/A
3047475,"October 14, 2024",Florida,"West Palm Beach","19th St and Division Ave",0,1,0,0,1,N/A
3048303,"October 13, 2024","South Dakota","Sioux Falls","1200 block of N Prairie Ave",0,1,0,1,0,N/A
3054058,"October 13, 2024",Mississippi,"Yazoo City","White Ave",0,1,0,0,1,N/A
3047821,"October 13, 2024",Florida,Homestead,"11700 SW 304th St",0,1,0,0,0,N/A
3047819,"October 13, 2024",Florida,Homestead,"11700 SW 304th St",0,1,0,0,0,N/A
3050208,"October 13, 2024",Florida,"Pompano Beach (North Lauderdale)","SW 71st Ave and SW 5th Ave",0,1,0,0,0,N/A
3046244,"October 12, 2024",Ohio,Dayton,"200 block of E Bruce Ave",0,1,0,0,1,N/A
3047513,"October 12, 2024",Ohio,Toledo,"Page St",0,1,0,0,0,N/A
3057597,"October 12, 2024",Nevada,"Las Vegas",N/A,0,1,0,0,1,N/A
3046426,"October 12, 2024","North Carolina",Durham,"Kendall Dr",0,1,0,0,0,N/A
3046274,"October 12, 2024",Indiana,"South Bend","Titan Dr",0,1,0,0,0,N/A
3046255,"October 11, 2024",Ohio,"Defiance (county)",N/A,0,1,0,0,0,N/A
3045492,"October 11, 2024","West Virginia",Clarksburg,"222 Hewes Ave",0,1,0,0,0,N/A
3045992,"October 10, 2024",Pennsylvania,Butler,"142 Pittsburgh Rd",0,1,0,0,0,N/A
3045188,"October 10, 2024",Indiana,Kokomo,"319 W Markland Ave",0,1,0,0,1,N/A
3045290,"October 10, 2024",California,"Buena Park","6741 Lincoln Ave",0,1,0,0,0,N/A
3044717,"October 10, 2024",Illinois,Chicago,"3800 block of W 87th St",0,1,0,0,0,N/A
3044085,"October 9, 2024",Arkansas,Rogers,"915 S 8th St",0,1,0,0,1,N/A
3043186,"October 8, 2024",Oklahoma,"Oklahoma City","7806 Lyrewood Ln",0,1,0,0,0,N/A
3043227,"October 8, 2024",Louisiana,"Baton Rouge","515 Gardere Ln",0,1,0,0,0,N/A
3042497,"October 7, 2024",Georgia,Roberta,"541 Leamon Gibson Rd",0,1,0,0,0,N/A
3043045,"October 7, 2024",Florida,"Gulf Breeze (Pensacola Beach)","16 Via De Luna Dr",0,1,0,0,1,N/A
3042311,"October 7, 2024",Minnesota,"Saint Paul","390 Maryland Ave E",0,1,0,0,0,N/A
3043038,"October 7, 2024",Minnesota,"Saint Paul","Rice St and Geranium Ave W",0,1,0,0,0,N/A
3042953,"October 7, 2024",Arizona,"Lake Havasu City","2300 block of Palisades Dr",0,1,0,0,0,N/A
3043536,"October 7, 2024",Ohio,Dayton,"23 W Fairview Ave",0,1,0,0,0,N/A
3041579,"October 6, 2024","South Carolina",Pendleton,"950 Cherry St",0,1,1,0,0,N/A
3042125,"October 6, 2024","District of Columbia",Washington,"1200 block of 7th St NW",0,1,0,0,0,N/A
3041554,"October 5, 2024",Georgia,Atlanta,"2400 Campbellton Rd SW",0,1,0,0,1,N/A
3041074,"October 5, 2024",Texas,"San Antonio","4400 block of Rittman Rd",0,0,0,1,1,N/A
3040415,"October 4, 2024",Georgia,"Long (county)","Sandy Run Rd",0,1,0,0,0,N/A
3040636,"October 4, 2024",Illinois,Lyons,"4000 block of Center Ave",0,1,0,0,1,N/A
3041039,"October 3, 2024",Delaware,Dover,"300 block of David Hall Rd",0,1,0,0,0,N/A
